Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
MSTRG.13650	CNPY4	chr7	+	99717257	99723128	228.629852	14.024106	44.000900
MSTRG.13651	LAMTOR4	chr7	+	99724362	99751835	43.174587	47.662762	149.542816
MSTRG.13652	MAP11	chr7	-	99752046	99756346	56.367840	3.561327	11.173732
GAL3ST4	GAL3ST4	chr7	-	99756867	99766240	11.263211	0.690883	2.167658
MSTRG.13658	ZCWPW1	chr7	-	99998439	100026326	11.037190	0.727364	2.282119
MSTRG.13659	MEPCE	chr7	+	100026413	100031741	116.309517	9.549066	29.960373
MSTRG.13656	PPP1R35	chr7	-	100032906	100034120	103.669441	8.836293	27.724039
NYAP1	NYAP1	chr7	+	100081550	100092424	1.684064	0.103300	0.324106
C7orf61	C7orf61	chr7	-	100054243	100061883	9.835020	0.603278	1.892796
MSTRG.13657	TSC22D4	chr7	-	100064142	100076837	240.275238	15.525841	48.712620
MSTRG.13660	AGFG2	chr7	+	100136826	100165843	30.616829	1.878030	5.892354
MSTRG.13661	SAP25	chr7	-	100169852	100171523	2.618683	0.160629	0.503978
MSTRG.13662	ZASP	chr7	-	100171634	100183752	79.750710	4.896275	15.362155
ACTL6B	ACTL6B	chr7	-	100240726	100254071	0.000000	0.000000	0.000000
TFR2	TFR2	chr7	-	100218039	100239175	0.838472	0.053178	0.166847
MSTRG.13666	MOSPD3	chr7	+	100209785	100213000	111.960144	8.325021	26.119911
MSTRG.13663	FBXO24	chr7	+	100183951	100198740	1.559305	0.111059	0.348451
MSTRG.13664	PCOLCE-AS1	chr7	-	100187024	100201661	5.276402	0.323653	1.015469
MSTRG.13665	PCOLCE	chr7	+	100199986	100205798	5356.472168	328.564850	1030.878540
MSTRG.13667	GNB2	chr7	+	100271363	100276797	1059.154907	64.968338	203.839386
MSTRG.13669	GIGYF1	chr7	-	100277130	100291873	63.372192	4.380852	13.745006
EPO	EPO	chr7	+	100318091	100321323	0.349579	0.021443	0.067278
ZAN	ZAN	chr7	+	100331218	100395419	0.000000	0.000000	0.000000
MSTRG.13668	POP7	chr7	+	100303744	100305109	329.418823	20.206480	63.398212
MSTRG.13670	EPHB4	chr7	-	100400187	100425145	154.224579	9.460102	29.681252
MSTRG.13671	SLC12A9	chr7	+	100424491	100464634	28.276224	3.940112	12.362175
MSTRG.13672	SLC12A9-AS1	chr7	-	100434936	100450236	2.087255	0.128032	0.401702
MSTRG.13673	TRIP6	chr7	+	100464751	100471076	292.649963	24.521408	76.936378
ACHE	ACHE	chr7	-	100487615	100494614	0.000000	0.000000	0.000000
MUC12	MUC12	chr7	+	100612904	100662230	0.033004	0.002024	0.006352
MUC12-AS1	MUC12-AS1	chr7	-	100657601	100660889	0.971363	0.059583	0.186943
MSTRG.13675	SRRT	chr7	+	100472725	100486285	333.255096	27.505072	86.297684
MSTRG.13676	UFSP1	chr7	-	100486342	100487336	11.374874	0.697732	2.189148
MSTRG.13674	TRIM56	chr7	+	100728762	100741248	51.720497	3.172524	9.953855
VGF	VGF	chr7	-	100805790	100808850	0.960408	0.058911	0.184835
MSTRG.13678	AP1S1	chr7	+	100797757	100804557	524.020569	32.143311	100.850243
MSTRG.13679	MIR4653	chr7	+	100802754	100802836	7.783133	0.477416	1.497901
MSTRG.13677	SERPINE1	chr7	+	100770385	100782528	8131.744141	498.799438	1564.992798
MSTRG.13680	PLOD3	chr7	-	100849265	100860862	529.832886	32.499836	101.968857
MSTRG.13681	ZNHIT1	chr7	+	100860910	100867471	548.507263	63.546860	199.379471
MSTRG.13683	CLDN15	chr7	-	100875373	100888362	255.248550	28.717577	90.101944
MSTRG.13682	-	chr7	-	100893671	100895582	38.097549	2.336896	7.332054
MSTRG.13684	EMSLR	chr7	+	100951588	100954619	0.409477	0.025117	0.078806
MSTRG.13685	IFT22	chr7	-	100954195	100965104	43.439316	2.959129	9.284325
COL26A1	COL26A1	chr7	+	101006101	101202304	0.099274	0.006102	0.019144
MSTRG.13688	CUX1	chr7	+	101459287	101927250	6.020164	9.200221	28.865868
DPY19L2P2	DPY19L2P2	chr7	-	102815462	102920913	4.356616	0.310349	0.973727
SH2B2	SH2B2	chr7	+	101928432	101962178	0.265180	0.127773	0.400891
MIR4285	MIR4285	chr7	+	101936369	101936453	0.000000	0.000000	0.000000
SPDYE6	SPDYE6	chr7	-	101986186	101996889	2.797645	0.171607	0.538420
MSTRG.13686	LOC100630923	chr7	+	102004308	102067129	81.135544	9.610572	30.153353
MSTRG.13687	MIR548O	chr7	-	102046189	102046302	0.000000	0.000000	0.000000
MSTRG.13690	ORAI2	chr7	+	102073977	102097270	60.252258	3.719598	11.670309
MSTRG.13691	ALKBH4	chr7	-	102096690	102105310	45.748615	2.806210	8.804538
MSTRG.13692	LRWD1	chr7	+	102105330	102113615	100.932770	6.617509	20.762562
MSTRG.13693	MIR4467	chr7	+	102111916	102111978	0.000000	0.000000	0.000000
MSTRG.13694	POLR2J	chr7	-	102113541	102312182	18.099150	63.003490	197.674652
MSTRG.13695	RASA4B	chr7	-	102120424	102158224	16.513027	1.018552	3.195726
MSTRG.13696	SPDYE2B	chr7	+	102191679	102202757	6.812372	0.417869	1.311073
MSTRG.13697	RASA4	chr7	-	102220093	102257205	17.789215	1.100825	3.453860
MSTRG.13698	SPDYE2B	chr7	+	102290772	102301847	5.523759	0.338826	1.063074
MSTRG.13689	RASA4DP	chr7	-	102319155	102389141	6.799070	0.417053	1.308513
MSTRG.13699	FAM185A	chr7	+	102389399	102585730	95.205536	27.405928	85.986618
MSTRG.13700	FBXL13	chr7	-	102453308	102715243	13.807546	0.925243	2.902967
MSTRG.13701	NFE4	chr7	+	102613877	102619114	11.469556	0.703540	2.207371
MSTRG.13702	ARMC10	chr7	+	102715326	102740210	118.006577	8.131721	25.513430
MSTRG.13703	NAPEPLD	chr7	-	102740023	102789546	21.547205	1.321701	4.146862
MSTRG.13704	RPL19P12	chr7	-	102781717	102782850	1.203704	0.073835	0.231659
MSTRG.13705	ORC5	chr7	-	103766788	103848495	81.936066	5.829329	18.289629
MSTRG.13712	LHFPL3	chr7	+	103969104	104549003	0.000000	0.000000	0.000000
MSTRG.13713	LHFPL3	chr7	.	104308180	104310438	48.261433	2.960346	9.288141
MSTRG.13714	LHFPL3	chr7	.	104311500	104312033	37.552670	2.303473	7.227189
MSTRG.13715	LHFPL3-AS1	chr7	-	104436954	104444539	0.000000	0.000000	0.000000
MSTRG.13716	LHFPL3-AS2	chr7	-	104535075	104567092	0.100444	0.006161	0.019331
MSTRG.13706	PMPCB	chr7	+	102937882	102955133	194.230377	11.967604	37.548584
MSTRG.13707	DNAJC2	chr7	-	102952736	102985320	148.411957	9.258754	29.049517
MSTRG.13708	PSMC2	chr7	+	102984661	103009842	428.961243	34.076389	106.915314
MSTRG.13709	SLC26A5	chr7	-	102993177	103086654	0.086019	0.010699	0.033568
MSTRG.13710	LOC101927870	chr7	+	103085654	103154454	0.000000	0.000000	0.000000
MSTRG.13711	RELN	chr7	-	103112231	103630105	29.062641	1.783610	5.596110
MSTRG.13723	PUS7	chr7	-	105096367	105162718	71.869171	5.036914	15.803412
MSTRG.13717	LINC01004	chr7	-	104622194	104631612	1.078246	0.066139	0.207514
MSTRG.13718	KMT2E-AS1	chr7	-	104650989	104654588	4.019166	0.246535	0.773508
MSTRG.13719	KMT2E	chr7	+	104654637	104755464	77.768051	4.821962	15.128998
MSTRG.13720	SRPK2	chr7	-	104756821	105029837	91.799423	6.542529	20.527308
MSTRG.13721	SRPK2	chr7	.	104941889	104942620	32.047821	1.965806	6.167756
MSTRG.13722	-	chr7	.	105222498	105223570	32.013046	1.963673	6.161063
MSTRG.13724	RINT1	chr7	+	105172528	105208132	94.851486	6.070251	19.045528
MSTRG.13725	EFCAB10	chr7	-	105205555	105221989	0.795588	0.073346	0.230123
CDHR3	CDHR3	chr7	+	105603710	105676878	0.571185	0.035036	0.109927
ATXN7L1	ATXN7L1	chr7	-	105245221	105517031	1.773309	0.927216	2.909158
MSTRG.13726	SYPL1	chr7	-	105730808	105753022	177.293976	11.344055	35.592190
MSTRG.13727	NAMPT	chr7	-	105888744	105926592	283.219604	19.105665	59.944393
MSTRG.13728	CCDC71L	chr7	-	106294807	106301604	44.868637	2.752233	8.635181
PRKAR2B	PRKAR2B	chr7	+	106685150	106802256	5.391840	0.330734	1.037685
MSTRG.13730	LOC101927974	chr7	-	107383198	107385026	6.797494	0.633294	1.986973
MSTRG.13731	CBLL1	chr7	+	107384142	107402112	39.336258	2.622863	8.229280
MSTRG.13732	HBP1	chr7	+	106809406	106842974	171.793091	11.015428	34.561115
MSTRG.13733	COG5	chr7	-	106842189	107204365	61.863785	7.120467	22.340601
MSTRG.13734	GPR22	chr7	+	107110502	107116129	0.000000	0.000000	0.000000
MSTRG.13735	DUS4L	chr7	+	107204402	107263762	36.557816	6.880322	21.587143
SLC26A4-AS1	SLC26A4-AS1	chr7	-	107296961	107302243	0.106975	0.006562	0.020588
SLC26A4	SLC26A4	chr7	+	107301273	107358252	0.625360	0.038359	0.120353
LAMB4	LAMB4	chr7	-	107664000	107770806	0.120266	0.009642	0.030253
NRCAM	NRCAM	chr7	-	107788071	108097164	1.516943	1.366014	4.285894
MSTRG.13737	PNPLA8	chr7	-	108110861	108168622	67.163757	4.374467	13.724973
MSTRG.13738	PNPLA8	chr7	.	108150693	108151450	108.514984	6.656286	20.884224
MSTRG.13739	THAP5	chr7	-	108202576	108210212	17.654940	1.235094	3.875131
MSTRG.13740	DNAJB9	chr7	+	108210318	108215294	62.107513	3.809662	11.952886
MSTRG.13741	IMMP2L	chr7	-	110302700	111202548	6.754826	2.391535	7.503487
MSTRG.13742	LRRN3	chr7	+	110731062	110765509	15.242556	0.961593	3.017016
DOCK4	DOCK4	chr7	-	111366166	111846454	14.112939	0.868492	2.724910
DOCK4-AS1	DOCK4-AS1	chr7	+	111448561	111461835	0.000000	0.000000	0.000000
MSTRG.13743	ZNF277	chr7	+	111846750	111983989	57.444962	3.523662	11.055555
MSTRG.13729	DLD	chr7	+	107531552	107561643	218.353302	13.690665	42.954723
MSTRG.13736	LAMB1	chr7	-	107563814	107643821	2105.603027	135.490875	425.105164
TMEM168	TMEM168	chr7	-	112402432	112430448	10.880548	0.687148	2.155941
MSTRG.13745	IFRD1	chr7	+	112063199	112117258	96.589882	13.261654	41.608692
MSTRG.13746	LSMEM1	chr7	+	112120908	112131117	2.397989	0.429871	1.348728
HRAT17	HRAT17	chr7	-	112594690	112635698	0.000000	0.000000	0.000000
GPR85	GPR85	chr7	-	112720468	112727833	3.200602	0.215811	0.677111
MSTRG.13744	BMT2	chr7	-	112459202	112579930	42.011295	2.576964	8.085273
MSTRG.13747	SMIM30	chr7	-	112756641	112758647	220.167099	16.411133	51.490242
FOXP2	FOXP2	chr7	+	113726382	114333827	3.709491	0.675225	2.118532
MIR3666	MIR3666	chr7	+	114293400	114293510	0.000000	0.000000	0.000000
TFEC	TFEC	chr7	-	115575202	115670817	0.194769	0.030176	0.094678
MSTRG.13748	MDFIC	chr7	+	114562209	114659970	108.372543	6.930910	21.745861
LINC01393	LINC01393	chr7	+	114719012	114766368	1.181971	0.072502	0.227476
LINC01392	LINC01392	chr7	-	114763653	114871409	0.000000	0.000000	0.000000
MSTRG.13749	TES	chr7	+	115850593	115898837	3.199483	1.026971	3.222140
MSTRG.13750	LOC102724434	chr7	-	115915660	115926781	0.000000	0.000000	0.000000
MSTRG.13751	CAV2	chr7	+	116139792	116148595	344.109558	22.693893	71.202522
LINC01510	LINC01510	chr7	-	116203648	116254874	0.000000	0.000000	0.000000
MSTRG.13754	MET	chr7	+	116311970	116438512	152.308182	9.922791	31.132946
MSTRG.13752	CAV1	chr7	+	116165063	116201239	3990.183594	324.764343	1018.954346
MSTRG.13753	CAPZA2	chr7	+	116502641	116562103	183.404572	11.249997	35.297081
MSTRG.13758	ST7-AS1	chr7	-	116592501	116594388	4.497487	0.275875	0.865563
MSTRG.13759	ST7	chr7	+	116593555	116870230	3.019798	7.075513	22.199556
MSTRG.13760	ST7-OT4	chr7	+	116593902	116599871	0.712936	0.043731	0.137208
MSTRG.13761	ST7-AS2	chr7	-	116712126	116730835	0.000000	0.000000	0.000000
MSTRG.13762	ST7-AS2	chr7	-	116752346	116785646	0.000000	0.000000	0.000000
MSTRG.13755	WNT2	chr7	-	116915505	116963112	54.176868	3.324165	10.429630
CFTR	CFTR	chr7	+	117120079	117308718	0.079750	0.004892	0.015348
CFTR-AS1	CFTR-AS1	chr7	-	117182575	117204730	0.000000	0.000000	0.000000
CTTNBP2	CTTNBP2	chr7	-	117350706	117513495	1.858867	0.117522	0.368727
ANKRD7	ANKRD7	chr7	+	117864758	117882784	0.508772	0.031208	0.097916
MSTRG.13756	LSM8	chr7	+	117824125	117844089	23.926258	3.055469	9.586594
MSTRG.13757	TSPAN12	chr7	-	120427374	120498198	18.265377	1.120394	3.515259
ING3	ING3	chr7	+	120590831	120617268	16.074648	1.426516	4.475722
KCND2	KCND2	chr7	+	119913229	120390389	2.650652	0.162590	0.510131
WNT16	WNT16	chr7	+	120965421	120981158	0.660180	0.044262	0.138873
CPED1	CPED1	chr7	+	120628765	120937496	13.413522	1.115062	3.498529
PTPRZ1	PTPRZ1	chr7	+	121513215	121702090	0.000000	0.000000	0.000000
MSTRG.13764	FAM3C	chr7	-	120987959	121036422	152.026688	13.488656	42.320915
FEZF1	FEZF1	chr7	-	121941357	121944804	0.000000	0.000000	0.000000
FEZF1-AS1	FEZF1-AS1	chr7	+	121943712	121950131	0.487373	0.029895	0.093797
MSTRG.13763	AASS	chr7	-	121713604	121784303	24.432520	1.498685	4.702154
IQUB	IQUB	chr7	-	123092236	123174718	0.816816	0.055347	0.173651
MSTRG.13767	CADPS2	chr7	-	121958466	122526813	33.309853	2.113683	6.631720
MSTRG.13768	RNF133	chr7	-	122337789	122339171	0.000000	0.000000	0.000000
MSTRG.13769	RNF148	chr7	-	122341722	122342976	0.287649	0.017644	0.055359
LMOD2	LMOD2	chr7	+	123295920	123304341	0.000000	0.000000	0.000000
MSTRG.13766	NDUFA5	chr7	-	123177052	123241705	17.073833	3.348705	10.506624
MSTRG.13765	WASL	chr7	-	123321997	123389057	76.597527	4.698476	14.741558
LOC101928283	LOC101928283	chr7	+	124824623	125019375	0.000000	0.000000	0.000000
LOC101928254	LOC101928254	chr7	-	124869633	124904345	0.000000	0.000000	0.000000
MSTRG.13770	POT1	chr7	-	124462440	124570037	41.213684	2.678471	8.403753
MSTRG.13771	POT1-AS1	chr7	+	124569927	124785287	1.889167	0.140314	0.440239
ZNF800	ZNF800	chr7	-	127010097	127032762	20.594343	1.263253	3.963479
MSTRG.13772	GCC1	chr7	-	127220682	127225650	69.539970	4.265567	13.383297
FSCN3	FSCN3	chr7	+	127233790	127242198	0.000000	0.000000	0.000000
PAX4	PAX4	chr7	-	127250346	127258196	0.000000	0.000000	0.000000
MSTRG.13773	ARF5	chr7	+	127228465	127231754	914.045044	56.067329	175.912308
LEP	LEP	chr7	+	127881331	127897682	0.185001	0.011348	0.035604
PRRT4	PRRT4	chr7	-	127990379	128001744	0.706197	0.064101	0.201119
MSTRG.13778	RBM28	chr7	-	127937738	127983962	25.407909	1.558646	4.890280
MSTRG.13774	SND1	chr7	+	127292248	127732645	1092.626221	67.021461	210.281097
MSTRG.13775	SND1-IT1	chr7	+	127637562	127640130	0.309090	0.018960	0.059486
MSTRG.13776	LRRC4	chr7	-	127667124	127671490	0.315384	0.019346	0.060697
MSTRG.13777	MIR593	chr7	+	127721913	127722012	0.000000	0.000000	0.000000
MSTRG.13779	LOC107986845	chr7	+	128026736	128032401	0.000000	0.000000	0.000000
MSTRG.13780	IMPDH1	chr7	-	128032331	128050036	331.840393	23.538446	73.852325
MSTRG.13782	HILPDA	chr7	+	128095884	128110492	72.422493	5.405961	16.961304
MSTRG.13781	METTL2B	chr7	+	128116783	128146651	63.949615	4.434979	13.914832
FAM71F1	FAM71F1	chr7	+	128349115	128371795	0.000000	0.000000	0.000000
MSTRG.13783	LINC01000	chr7	+	128171797	128303656	26.013250	1.694687	5.317113
FAM71F2	FAM71F2	chr7	+	128312320	128327931	2.523722	0.155497	0.487875
CCDC136	CCDC136	chr7	+	128431492	128462184	9.619725	0.699652	2.195173
MSTRG.13784	CALU	chr7	+	128379413	128413454	2135.948486	156.052322	489.617126
MSTRG.13785	OPN1SW	chr7	-	128412543	128415844	0.000000	0.000000	0.000000
ATP6V1FNB	ATP6V1FNB	chr7	+	128506384	128512101	1.535411	0.094182	0.295497
KCP	KCP	chr7	-	128516919	128550763	0.592829	0.039189	0.122955
MSTRG.13787	-	chr7	-	128552785	128553990	18.483213	1.133756	3.557182
IRF5	IRF5	chr7	+	128577086	128590096	0.000000	0.000000	0.000000
LOC407835	LOC407835	chr7	+	128766325	128768050	3.624565	0.222330	0.697565
TSPAN33	TSPAN33	chr7	+	128784712	128809537	1.123248	0.068900	0.216174
SMO	SMO	chr7	+	128828474	128853385	6.829226	0.418903	1.314317
MSTRG.13788	FLNC	chr7	+	128470460	128499328	463.507477	28.503010	89.428734
MSTRG.13789	FLNC-AS1	chr7	-	128490216	128502680	3.914939	0.240142	0.753449
MSTRG.13786	ATP6V1F	chr7	+	128502910	128505901	1280.432983	88.260002	276.917419
MSTRG.13790	TNPO3	chr7	-	128594234	128695227	184.711487	11.716231	36.759899
MSTRG.13791	TPI1P2	chr7	+	128695277	128697293	4.519584	0.277230	0.869815
SMKR1	SMKR1	chr7	+	129142372	129152759	1.895769	0.116286	0.364850
MSTRG.13792	AHCYL2	chr7	+	128864871	129070052	11.921894	2.363276	7.414822
MSTRG.13793	AHCYL2	chr7	.	129049694	129050391	160.431946	9.840861	30.875891
MSTRG.13794	STRIP2	chr7	+	129074273	129128239	18.548246	1.429759	4.485895
MSTRG.13795	NRF1	chr7	+	129251561	129396922	5.209754	2.801570	8.789978
MSTRG.13797	ZC3HC1	chr7	-	129658126	129691291	108.003761	8.047544	25.249321
MSTRG.13796	UBE2H	chr7	-	129470572	129592800	369.542755	22.696493	71.210678
MSTRG.13798	KLHDC10	chr7	+	129710374	129775545	75.895355	4.664683	14.635533
LOC100128325	LOC100128325	chr7	+	129781571	129782458	0.000000	0.000000	0.000000
SSMEM1	SSMEM1	chr7	+	129847700	129856684	0.626724	0.038443	0.120616
CPA2	CPA2	chr7	+	129906703	129929637	0.465011	0.028524	0.089494
MSTRG.13799	TMEM209	chr7	-	129804553	129845246	42.193695	2.811293	8.820486
CPA1	CPA1	chr7	+	130020335	130027949	0.000000	0.000000	0.000000
CPA5	CPA5	chr7	+	129984656	130008571	0.000000	0.000000	0.000000
LOC105375504	LOC105375504	chr7	-	130005491	130006968	0.498069	0.030551	0.095856
MSTRG.13800	CPA4	chr7	+	129932974	129964020	117.161697	7.186674	22.548325
MSTRG.13801	CEP41	chr7	-	130033612	130081051	14.644822	2.222425	6.972899
KLF14	KLF14	chr7	-	130417382	130418860	3.383367	0.207535	0.651145
MSTRG.13802	MEST	chr7	+	130126016	130146306	436.012421	68.485664	214.875076
MSTRG.13803	MESTIT1	chr7	-	130126898	130131013	1.045034	0.064102	0.201122
MSTRG.13804	MIR335	chr7	+	130135952	130136045	0.000000	0.000000	0.000000
MSTRG.13805	COPG2	chr7	-	130146080	130372268	27.100008	3.294917	10.337864
MSTRG.13811	-	chr7	.	131346663	131347053	111.150894	6.817972	21.391518
MSTRG.13806	MIR29A	chr7	-	130561506	130561569	0.031250	0.001917	0.006014
MSTRG.13807	MIR29B1	chr7	-	130561570	130562217	16.475309	1.010592	3.170751
MSTRG.13808	MIR29B1	chr7	-	130562218	130562298	0.098765	0.006058	0.019008
MSTRG.13809	LINC-PINT	chr7	-	130562321	130598069	16.289749	1.723951	5.408928
MSTRG.13810	LINC00513	chr7	+	130598223	130606705	22.767689	1.396565	4.381750
MSTRG.13812	LINC-PINT	chr7	-	130626519	130794675	5.854852	0.486617	1.526771
MSTRG.13813	MKLN1	chr7	+	130794853	131181391	10.437364	3.378859	10.601234
MSTRG.13814	MKLN1-AS	chr7	-	130994503	131012538	12.372923	0.758952	2.381228
PODXL	PODXL	chr7	-	131185031	131241387	10.090561	0.626160	1.964589
MSTRG.13815	PLXNA4	chr7	-	131808091	132333447	3.143763	2.054174	6.445010
MSTRG.13816	LOC101928807	chr7	+	131945620	131949048	0.000000	0.000000	0.000000
MSTRG.13818	CHCHD3	chr7	-	132469623	132766918	159.774323	22.436741	70.395699
MSTRG.13819	MIR3654	chr7	-	132719620	132719675	2925.240967	179.433655	562.976501
LRGUK	LRGUK	chr7	+	133812093	133949347	0.566657	0.056691	0.177868
MSTRG.13823	-	chr7	-	134103045	134117219	24.450956	1.499817	4.705702
MSTRG.13824	SLC35B4	chr7	-	133974084	134001682	43.153610	2.647033	8.305118
MSTRG.13820	EXOC4	chr7	+	132937823	133750513	155.967667	9.942290	31.194124
MSTRG.13821	MIR6133	chr7	+	132975635	132975742	0.000000	0.000000	0.000000
MSTRG.13822	LOC101928861	chr7	-	133485246	133509641	0.000000	0.000000	0.000000
MSTRG.13826	AKR1B10	chr7	+	134212319	134226164	23.618591	1.448759	4.545510
AKR1B15	AKR1B15	chr7	+	134233862	134264621	10.177520	1.112599	3.490800
MSTRG.13827	BPGM	chr7	+	134331531	134364567	63.644573	11.096047	34.814056
MSTRG.13825	AKR1B1	chr7	-	134127102	134143991	4536.520020	419.313751	1315.604858
MSTRG.13828	CALD1	chr7	+	134464004	134655480	105.654762	65.154922	204.424820
STRA8	STRA8	chr7	+	134916731	134943415	0.417526	0.025611	0.080355
MSTRG.13829	AGBL3	chr7	+	134671259	134820530	2.340460	0.370762	1.163272
MSTRG.13830	CYREN	chr7	-	134777061	134855578	60.580456	13.582595	42.615646
MSTRG.13831	TMEM140	chr7	+	134832824	134850967	102.389145	6.280528	19.705276
MSTRG.13832	WDR91	chr7	-	134868591	134896278	32.239841	2.105194	6.605085
MSTRG.13833	CNOT4	chr7	-	135046547	135194875	21.251272	3.870125	12.142591
MSTRG.13834	CNOT4	chr7	.	135129453	135129706	13.832677	0.848493	2.662164
MSTRG.13835	NUP205	chr7	+	135242665	135333499	127.521683	7.835887	24.585247
MSTRG.13837	STMP1	chr7	+	135347224	135393359	113.744087	9.439737	29.617353
MSTRG.13838	SLC13A4	chr7	-	135365980	135412934	1.455458	0.089277	0.280110
MSTRG.13839	FAM180A	chr7	-	135414340	135433561	46.501556	2.852396	8.949445
CHRM2	CHRM2	chr7	+	136553399	136704994	0.448954	0.029560	0.092745
LOC349160	LOC349160	chr7	-	136583520	136849088	0.000000	0.000000	0.000000
MIR490	MIR490	chr7	+	136587914	136588041	0.000000	0.000000	0.000000
MSTRG.13836	LUZP6	chr7	-	135611508	135662107	429.365540	26.337189	82.633430
MSTRG.13840	PTN	chr7	-	136912092	137028479	49.896523	4.163212	13.062158
MSTRG.13841	DGKI	chr7	-	137065783	137531610	8.869817	0.595360	1.867952
MSTRG.13842	DGKI	chr7	.	137198562	137198996	2359.176758	144.711395	454.034760
MSTRG.13843	DGKI	chr7	.	137406718	137407632	175.807999	10.784025	33.835083
AKR1D1	AKR1D1	chr7	+	137761205	137803051	0.000000	0.000000	0.000000
ATP6V0A4	ATP6V0A4	chr7	-	138391039	138482941	0.296396	0.019462	0.061063
TMEM213	TMEM213	chr7	+	138482739	138491504	0.000000	0.000000	0.000000
MSTRG.13844	CREB3L2	chr7	-	137559725	137686832	229.848953	15.032266	47.164017
MSTRG.13845	CREB3L2-AS1	chr7	+	137638094	137642712	0.154246	0.009461	0.029685
MSTRG.13846	TRIM24	chr7	+	138145004	138274741	29.095135	1.787707	5.608966
KIAA1549	KIAA1549	chr7	-	138516127	138666135	8.515284	0.522758	1.640162
MSTRG.13847	ZC3HAV1L	chr7	-	138706244	138720788	30.423296	1.903793	5.973186
MSTRG.13848	ZC3HAV1	chr7	-	138728261	138794466	78.359573	5.636740	17.685377
MSTRG.13849	TTC26	chr7	+	138818490	138876732	28.924942	2.026672	6.358722
UBN2	UBN2	chr7	+	138915983	138992982	6.786210	0.416265	1.306038
KLRG2	KLRG2	chr7	-	139137436	139168419	0.095922	0.005884	0.018461
MSTRG.13850	LUC7L2	chr7	+	139025105	139108203	34.215187	17.356297	54.455708
MSTRG.13851	LOC100129148	chr7	-	139102209	139112272	0.645286	0.039582	0.124188
MSTRG.13854	PARP12	chr7	-	139723549	139762751	51.953659	3.212951	10.080695
KDM7A-DT	KDM7A-DT	chr7	+	139877061	139879440	10.973530	0.673114	2.111908
KDM7A	KDM7A	chr7	-	139784546	139876783	9.211714	0.565045	1.772838
MSTRG.13852	HIPK2	chr7	-	139246316	139477797	86.941223	5.359203	16.814600
MSTRG.13853	TBXAS1	chr7	+	139478041	139720120	9.115758	2.140678	6.716419
MSTRG.13856	SLC37A3	chr7	-	140033552	140098350	62.706371	5.123999	16.076643
DENND2A	DENND2A	chr7	-	140218219	140341260	1.218496	0.100643	0.315769
MSTRG.13855	MKRN1	chr7	-	140152833	140179369	182.912628	13.947289	43.759884
MSTRG.13857	ADCK2	chr7	+	140372745	140394910	31.725912	1.946061	6.105802
MSTRG.13858	NDUFB2-AS1	chr7	-	140395136	140396877	4.375728	0.268406	0.842130
MSTRG.13859	NDUFB2	chr7	+	140396486	140406443	990.817932	110.684174	347.273712
MSTRG.13861	BRAF	chr7	-	140419137	140624729	16.922558	1.509808	4.737051
MSTRG.13860	MRPS33	chr7	-	140702410	140714752	105.440544	8.443916	26.492950
TMEM178B	TMEM178B	chr7	+	140773864	141180179	12.927833	0.792991	2.488023
MSTRG.13862	AGK	chr7	+	141251210	141355440	88.092331	5.587658	17.531384
DENND11	DENND11	chr7	-	141356528	141401966	13.526748	0.829728	2.603287
TAS2R3	TAS2R3	chr7	+	141463897	141464997	0.399637	0.024514	0.076912
TAS2R4	TAS2R4	chr7	+	141478289	141479188	0.473333	0.029034	0.091095
TAS2R5	TAS2R5	chr7	+	141490017	141491167	1.816681	0.111435	0.349629
CLEC5A	CLEC5A	chr7	-	141627157	141646774	0.000000	0.000000	0.000000
PRSS58	PRSS58	chr7	-	141951963	141957878	1.444688	0.088617	0.278037
MGAM	MGAM	chr7	+	141695679	141806547	0.655037	0.040180	0.126065
MSTRG.13866	-	chr7	+	142494373	142500402	66.275932	4.065351	12.755117
